user_id,avg_toxicity,review_count,total_toxic_reviews,negative_ratio,positive_ratio,neutral_ratio,toxicity_frequency,activity_level,cluster,cluster_label
544368,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
554234,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
560403,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
573954,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
589158,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
612733,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
615128,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
616088,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
632605,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
677114,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
678582,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
697923,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
703990,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
733012,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
740927,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
748490,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
759273,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
786167,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
787099,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
788878,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
796312,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
807474,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
819618,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
827306,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
830446,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
831474,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
831556,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
844124,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
850225,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
853957,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
874284,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
894523,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
917644,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
919955,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
924376,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
932329,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
935461,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
944085,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
949978,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
959714,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
976337,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1014747,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1030919,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1051703,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1061938,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1067543,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1089403,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1103196,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1104122,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1106659,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1115735,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1116884,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1144594,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1169733,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1172862,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1203295,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1208489,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1221818,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1253034,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1253377,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1260157,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1286261,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1311056,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1329783,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1331849,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1332895,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1339744,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1343212,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1359527,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1360226,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1376372,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1386960,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1401900,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1403580,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1407014,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1414285,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1423129,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1426754,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1429584,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1440970,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1450074,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1453310,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1459937,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1463455,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1467057,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1477495,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1495464,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1499044,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1503980,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1531159,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1533105,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1535982,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1545757,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1549197,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1551376,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1556832,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1567288,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1570180,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1585589,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1593565,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1595316,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1613872,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1643975,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1645321,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1659493,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1662719,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1680799,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1700621,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1718470,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1719938,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1730551,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1732597,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1735619,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1752925,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1756808,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1780596,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1781533,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1796704,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1812086,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1815040,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1843477,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1862673,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1863534,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1889135,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1897918,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1900843,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1908273,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
1963058,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1970637,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
1972378,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2010357,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2019095,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2023710,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2035530,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2050131,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2058548,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2071643,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2081303,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2123082,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2124049,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2141710,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2144163,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2151260,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2154036,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2165556,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2181687,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2182092,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2236598,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2245285,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2248254,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2249615,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2261883,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2267521,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2299410,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2317229,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2324266,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2332248,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2337992,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2369234,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2384806,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2391209,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2394790,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2403530,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2409171,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2413568,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2419372,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2425182,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2426452,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2430034,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2438980,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2440977,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2460898,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2468324,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2472015,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2489563,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2513088,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2542325,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2542505,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2547172,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2554334,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2561954,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2567494,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2567644,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2574359,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2580632,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2630641,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2633465,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2648857,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2669407,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2674611,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2680572,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2685536,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2686026,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2716778,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2738506,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2741003,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2761592,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2766441,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2787635,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2799733,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2813942,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2825566,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2827911,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2828475,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2846334,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2849494,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2851740,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2858626,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2860508,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2895666,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2898702,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2911466,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2918154,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2918775,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2928920,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2931189,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2933272,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2945808,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2945921,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2948093,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2960644,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
2960913,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2961033,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2963618,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
2969730,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3000864,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3000994,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3039891,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3077441,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3080185,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3099332,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3130619,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3148093,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3148440,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3151873,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3156110,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3160450,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3170671,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3177033,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3189633,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3204003,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3209365,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3214480,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3234151,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3241261,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3255405,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3258697,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3266131,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3272994,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3287461,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3292660,0.0,1,0,0.0,1.0,0.0,0.0,Low,0,Low Risk - Low Activity
3295569,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3302140,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
3304862,0.0,1,0,0.0,0.0,1.0,0.0,Low,0,Low Risk - Low Activity
